date,description,category
2024-03-13,kuliner restgoran di malam,Makanan & Minuman
2024-03-13,daring kursus,Pendidikan
2024-03-13,bill lstriik,Tagihan
2024-03-13,stock dapur,Lainnya
2024-03-13,blanja bahan mknan,Makanan & Minuman
2022-08-17,mgkan siang,Makanan & Minuman
2022-08-17,konsumsi siang,Makanan & Minuman
2021-04-18,keanggfotaan gimnasium,Kesehatan
2021-04-18,kereta tiket api,Bepergian
2021-04-18,santap malam di restoarn,Makanan & Minuman
2021-04-15,buku,Pendidikan
2022-03-11,setofran tetap,Investasi
2022-03-11,tiket filem,Hiburan
2022-03-11,krsus daring,Pendidikan
2022-03-11,stock dapur,Lainnya
2021-11-13,kdereta stiket api,Bepergian
2021-04-13,bayar sewa bulanan,Sewa
2021-04-13,mam dsiang,Makanan & Minuman
2021-04-13,lstrk tghn,Tagihan
2024-11-23,negym,Kesehatan
2024-11-23,kuruss daring,Pendidikan
2024-11-23,stock dapur bahan mkanan,Makanan & Minuman
2024-11-23,buku,Pendidikan
2023-04-07,mkan siang,Makanan & Minuman
2022-04-14,tikfet ekreta api,Bepergian
2022-04-14,mkn siang,Makanan & Minuman
2022-04-14,blanja bahan mkanan,Makanan & Minuman
2022-04-14,belnja kebutuhan,Lainnya
2022-04-14,gymmm,Kesehatan
2022-04-14,pembayaran blnan sewa,Sewa
2022-04-14,sjetoran tetap,Investasi
2022-04-14,bkuu,Pendidikan
2022-04-14,bku,Pendidikan
2024-09-01,oabt,Kesehatan
2024-09-01,tiket iflem,Hiburan
2024-09-01,tiket pelem,Hiburan
2023-08-22,stock dapur,Lainnya
2024-07-31,tagihn inet,Tagihan
2024-04-21,stock dapur,Lainnya
2024-04-21,kngopi,Makanan & Minuman
2024-04-21,tiket kereat api,Bepergian
2023-12-13,keanggotaan gmnasium,Kesehatan
2023-12-13,obt,Kesehatan
2023-12-13,konsutasi dokther,Kesehatan
2023-12-13,kursus daring,Pendidikan
2022-05-29,uber naik,Bepergian
2022-05-29,tiket pelem,Hiburan
2022-05-29,blnja mkanan bahan,Makanan & Minuman
2023-05-04,bill wfi,Tagihan
2024-12-25,gym,Kesehatan
2024-12-25,api tiket kereta,Bepergian
2021-08-06,byr emi,Tagihan
2021-08-06,tagihan lstrk,Tagihan
2021-08-06,belanja kebutuhan,Lainnya
2021-08-06,obat,Kesehatan
2021-08-06,tagihan klstriik,Tagihan
2021-08-06,byr emi,Tagihan
2021-08-06,bensin,Bepergian
2021-08-06,belanja kebutuhan bahan maman,Makanan & Minuman
2021-08-06,tiket filem,Hiburan
2024-01-05,restoran mam di malam,Makanan & Minuman
2024-01-05,bleanja bnln,Lainnya
2022-03-20,kuliner malam di restoran,Makanan & Minuman
2022-03-20,konsuamsi malam di restoran,Makanan & Minuman
2021-04-21,konsultasi dokter,Kesehatan
2021-06-11,uber naik,Bepergian
2021-06-11,tiket keeta api,Bepergian
2021-06-11,naik buer,Bepergian
2021-06-11,bayar eswa blnn,Sewa
2021-06-11,naik uber,Bepergian
2024-11-25,bill lstriik,Tagihan
2024-11-25,byr bulnan sewa,Sewa
2024-11-25,tetap setroan,Investasi
2023-01-05,tagihan wifi,Tagihan
2022-08-21,atm penarikan,Gaji
2022-08-21,api kerta tiket,Bepergian
2024-09-29,fbuku,Pendidikan
2024-09-29,setoran tetap,Investasi
2023-02-28,ngopi,Makanan & Minuman
2023-02-28,tiket pelem,Hiburan
2023-02-28,byr sewa lnn,Sewa
2023-02-28,naki uber,Bepergian
2021-10-09,api tiket kereta,Bepergian
2021-10-09,maksi,Makanan & Minuman
2021-10-09,tagihan lstrk,Tagihan
2022-01-08,ngopi,Makanan & Minuman
2022-01-08,setoran tetap,Investasi
2022-01-08,buku,Pendidikan
2022-01-08,stock dapur,Lainnya
2021-12-01,byr blnn sewa,Sewa
2021-12-01,siang santap,Makanan & Minuman
2023-06-04,api kereta tiket,Bepergian
2023-08-16,byr sewa blnn,Sewa
2021-08-01,penarikna atm,Gaji
2021-08-01,byr eswa blnn,Sewa
2021-08-01,bensin,Bepergian
2021-08-01,konsultasi dokter,Kesehatan
2021-08-01,belanja blnn bahan mknan,Makanan & Minuman
2021-08-01,kopi-kopi,Makanan & Minuman
2021-08-01,kopi-kopi,Makanan & Minuman
2021-08-01,bayar emi,Tagihan
2023-10-22,atm penahrikan,Gaji
2023-10-22,tiket pelem,Hiburan
2021-12-16,bensin,Bepergian
2021-12-16,konsumsi siang,Makanan & Minuman
2021-12-16,maman bahan blnja,Makanan & Minuman
2021-12-16,kursus kdaring,Pendidikan
2021-12-16,stock dapur bahan mkann,Makanan & Minuman
2021-02-07,obat,Kesehatan
2023-07-29,stock dapur bahan mknan,Makanan & Minuman
2023-02-10,blanja,Lainnya
2023-03-06,tiket kereta api,Bepergian
2023-03-06,gym,Kesehatan
2021-02-21,daring kursus,Pendidikan
2021-02-21,kursus daring,Pendidikan
2021-03-16,penarikan atm,Gaji
2021-03-16,malam di makan restoran,Makanan & Minuman
2022-10-15,bill internet,Tagihan
2022-10-15,setoran ktetap,Investasi
2022-10-15,setoran tetpa,Investasi
2022-10-15,anik buer,Bepergian
2022-10-15,ubku,Pendidikan
2022-10-15,kursus darng,Pendidikan
2023-06-12,stock apur,Lainnya
2022-04-21,kugrsus daring,Pendidikan
2021-01-02,byr bfulanan sewa,Sewa
2021-01-02,pembayaran eswa blnan,Sewa
2024-04-23,emi byr,Tagihan
2024-04-23,uku,Pendidikan
2022-09-10,atm penarikan,Gaji
2022-09-10,emi pembayaran,Tagihan
2022-09-10,ebnsin,Bepergian
2023-12-02,penarikan atm,Gaji
2021-11-01,obat,Kesehatan
2021-11-01,gymmm,Kesehatan
2021-11-01,emi bayar,Tagihan
2021-11-01,ngopi,Makanan & Minuman
2021-11-01,emi bayar,Tagihan
2021-11-01,tghn lstrk,Tagihan
2024-12-09,belanja kebutuhan bahan maman,Makanan & Minuman
2024-12-09,kopi-kopi,Makanan & Minuman
2024-12-09,bayar emi,Tagihan
2021-07-07,internetan tagihan,Tagihan
2021-07-07,nhaik uber,Bepergian
2021-07-07,kpi,Makanan & Minuman
2024-07-30,tghn wifi,Tagihan
2024-07-30,kopi-kopi,Makanan & Minuman
2024-07-30,tagihan lstrk,Tagihan
2024-07-30,ngoip,Makanan & Minuman
2024-07-30,mkan mlam di restoran,Makanan & Minuman
2024-07-30,bensni,Bepergian
2024-07-30,setoran ettap,Investasi
2023-01-14,bensin,Bepergian
2023-01-14,kopi-kopi,Makanan & Minuman
2021-12-01,penarikan atm,Gaji
2021-12-01,niak uber,Bepergian
2021-12-01,tiket kereta api,Bepergian
2021-12-01,mkan siang,Makanan & Minuman
2021-12-01,budku,Pendidikan
2021-12-01,konsultasi dokter,Kesehatan
2021-12-01,tket kjereta api,Bepergian
2021-12-01,konsumsi siang,Makanan & Minuman
2021-12-01,pelem tiket,Hiburan
2023-10-08,byr emi,Tagihan
2023-04-19,gym,Kesehatan
2021-06-13,bllnja,Lainnya
2021-02-09,bill lstk,Tagihan
2021-08-14,tghn lstrk,Tagihan
2021-08-14,ukrsus darng,Pendidikan
2021-08-14,bill wii,Tagihan
2021-08-14,kursus daing,Pendidikan
2024-01-20,kursus daring,Pendidikan
2024-01-20,paelem tiket,Hiburan
2022-10-21,kursus daring,Pendidikan
2022-08-01,byr emi,Tagihan
2022-08-01,mkan mlam di restoran,Makanan & Minuman
2023-10-25,byr sewa bulanan,Sewa
2023-10-25,bensin,Bepergian
2023-10-25,iket pelem,Hiburan
2023-10-25,kurssu daring,Pendidikan
2023-10-25,ibll inet,Tagihan
2023-10-25,lstrk bifll,Tagihan
2023-10-25,blanja,Lainnya
2021-11-28,penarikan atm,Gaji
2021-11-28,buuk,Pendidikan
2021-11-28,mkan iang,Makanan & Minuman
2021-11-28,tikhet kereta api,Bepergian
2023-06-10,blanja,Lainnya
2023-06-10,bil lstriik,Tagihan
2022-10-23,ftghn internetan,Tagihan
2022-10-23,obat,Kesehatan
2023-04-08,atm penarikan,Gaji
2023-04-08,penariakn atm,Gaji
2023-04-08,kpi,Makanan & Minuman
2023-04-08,bnsin,Bepergian
2023-04-08,buuk,Pendidikan
2023-04-08,tiket pelem,Hiburan
2024-10-03,blnja bahan mkanan,Makanan & Minuman
2024-10-03,tagihan lstrk,Tagihan
2022-03-22,byr emi,Tagihan
2022-03-22,belanja bulanan,Lainnya
2022-03-22,stock adpur,Lainnya
2022-03-22,tagihna token,Tagihan
2022-03-22,bayar blnan sewa,Sewa
2024-06-22,ngegym,Kesehatan
2024-06-22,naik uber,Bepergian
2024-06-22,bayar emi,Tagihan
2022-12-16,blnja bahan mkanan,Makanan & Minuman
2021-04-14,lnja bahan maman,Makanan & Minuman
2021-04-14,stock dpaur mknan bahan,Makanan & Minuman
2023-05-05,penarikan atm,Gaji
2023-05-05,stock dapur,Lainnya
2021-05-29,pearikan atm,Gaji
2021-05-29,blnja bahan makanan,Makanan & Minuman
2021-05-29,kurksus hdaring,Pendidikan
2021-05-29,bahan mknan belanja,Makanan & Minuman
2021-05-29,konsultsi dokter,Kesehatan
2024-04-01,oabt,Kesehatan
2022-05-09,tiket filem,Hiburan
2021-08-09,blnja bahan maman,Makanan & Minuman
2022-08-13,mkn alam di restoran,Makanan & Minuman
2022-08-13,emi pembayaran,Tagihan
2022-08-13,daring kurlsus,Pendidikan
2022-08-13,bulku,Pendidikan
2022-08-13,setoran tetpa,Investasi
2022-08-13,kurssu darig,Pendidikan
2023-12-27,ngopi,Makanan & Minuman
2023-12-27,jnaik uber,Bepergian
2023-12-27,blanja,Lainnya
2024-04-08,pembgayaran sewa blnan,Sewa
2024-04-08,bayar eswa bulanan,Sewa
2021-03-27,tagihan lstriik,Tagihan
2024-02-15,tagihan lstriik,Tagihan
2024-02-15,mkan siang,Makanan & Minuman
2023-05-28,bayar emi,Tagihan
2023-05-28,tghn internet,Tagihan
2023-05-28,mkan mlam di restoran,Makanan & Minuman
2023-05-28,konsultasi dokter,Kesehatan
2023-05-28,bku,Pendidikan
2023-05-28,amakan malam di restoran,Makanan & Minuman
2023-05-28,bigll jtoken,Tagihan
2023-05-28,emi bayar,Tagihan
2024-04-06,buku,Pendidikan
2024-07-30,setoarn tetap,Investasi
2024-07-30,tiket fialem,Hiburan
2023-08-08,sewa blnn byr,Sewa
2023-08-08,bensin,Bepergian
2023-08-08,benin,Bepergian
2023-08-08,gym,Kesehatan
2023-08-08,naik ubger,Bepergian
2021-04-03,benskin,Bepergian
2021-04-03,makan malam restoran di,Makanan & Minuman
2022-01-25,di malm santap restoran,Makanan & Minuman
2022-01-25,kuliner malam di restoran,Makanan & Minuman
2022-01-25,tiket api gkereta,Bepergian
2022-01-25,byar emi,Tagihan
2024-05-20,kebutuhan elanja,Lainnya
2024-05-20,setoran tetap,Investasi
2024-05-20,pembayaran sewa blann,Sewa
2024-05-20,buku,Pendidikan
2024-05-20,tagihan intrnet,Tagihan
2024-05-20,belanja baan mkanan,Makanan & Minuman
2024-05-20,daring kursus,Pendidikan
2023-05-23,mkanan bahan blnja,Makanan & Minuman
2023-07-07,byr emi,Tagihan
2023-07-07,tiekt pelem,Hiburan
2023-07-07,kpi,Makanan & Minuman
2023-07-07,setoran tetpa,Investasi
2023-07-07,atm penarikan,Gaji
2024-03-08,ebnsin,Bepergian
2024-03-08,blnaja,Lainnya
2023-02-27,wifi tghn,Tagihan
2022-12-24,setoran tetpa,Investasi
2023-10-23,blnja,Lainnya
2023-10-23,tiket filem,Hiburan
2024-10-15,konsltasi dokter,Kesehatan
2024-10-15,kusrsus daring,Pendidikan
2024-10-15,bensni,Bepergian
2021-11-07,setoran tetap,Investasi
2021-11-07,tagihan internetan,Tagihan
2021-11-07,konsultasi dkoter,Kesehatan
2021-11-07,antap siang,Makanan & Minuman
2024-05-04,penariakn atm,Gaji
2024-05-04,buku,Pendidikan
2022-06-28,pembayaran sewa blnn,Sewa
2022-06-28,ngopi,Makanan & Minuman
2022-06-28,dairng kursus,Pendidikan
2022-06-28,tiket kereta api,Bepergian
2022-06-28,konsultasi dotker,Kesehatan
2021-12-20,santap siang,Makanan & Minuman
2021-12-20,mknan belanja bgahan,Makanan & Minuman
2021-12-20,hbuku,Pendidikan
2024-06-21,buku,Pendidikan
2021-08-09,byr emi,Tagihan
2021-08-09,kursus aring,Pendidikan
2021-08-09,belanja kebutuhan bahn mkanan,Makanan & Minuman
2021-08-09,epnarikan atm,Gaji
2021-08-09,begnsin,Bepergian
2021-02-16,stock dapur,Lainnya
2021-02-16,ngegym,Kesehatan
2024-03-24,tiket kereta api,Bepergian
2024-03-24,tiket kereta api,Bepergian
2024-03-24,blnja bahan mnkan,Makanan & Minuman
2024-03-24,kuliner siang,Makanan & Minuman
2021-10-08,uber naik,Bepergian
2021-10-08,naik ubre,Bepergian
2021-10-08,thgn inet,Tagihan
2021-10-08,gym,Kesehatan
2021-10-08,naik huber,Bepergian
2024-12-11,ngopi,Makanan & Minuman
2024-12-11,byr sewa bulanan,Sewa
2021-09-07,plem tiket,Hiburan
2021-09-07,bayar emi,Tagihan
2023-03-08,tghn listrik,Tagihan
2023-03-08,ngpoi,Makanan & Minuman
2023-03-08,konsumsi isang,Makanan & Minuman
2021-08-01,makkan malam di restoran,Makanan & Minuman
2022-07-19,bat,Kesehatan
2022-07-19,bensn,Bepergian
2022-07-19,di malam restoran mkn,Makanan & Minuman
2024-01-03,tghn lstjriik,Tagihan
2023-04-10,tifket kereta api,Bepergian
2023-04-10,konsultasi dokter,Kesehatan
2023-06-18,tiket kereta api,Bepergian
2023-06-18,tiket flem,Hiburan
2023-06-18,anik uber,Bepergian
2023-06-18,gymmm,Kesehatan
2024-10-04,tiket kereta api,Bepergian
2024-10-04,bill intrnet,Tagihan
2024-10-04,bkuu,Pendidikan
2024-10-04,buku,Pendidikan
2024-10-04,tisket kereta api,Bepergian
2024-10-04,tiket pelem,Hiburan
2024-10-04,bill internetan,Tagihan
2024-10-04,penrikan atm,Gaji
2024-10-04,penaarikan atm,Gaji
2024-10-04,belanja kebutuhan,Lainnya
2024-10-04,obat,Kesehatan
2024-10-04,tiket filem,Hiburan
2024-10-04,benin,Bepergian
2021-10-23,setoran tetp,Investasi
2021-10-23,bahan kebutuhan belnaja makaan,Makanan & Minuman
2021-10-23,buku,Pendidikan
2021-10-23,bahan blnja mknan,Makanan & Minuman
2024-02-10,ngegym,Kesehatan
2024-08-10,bill wifi,Tagihan
2024-08-10,konsumsi malma di restoran,Makanan & Minuman
2024-08-10,makna malam di restoran,Makanan & Minuman
2024-08-10,oabt,Kesehatan
2024-08-10,bill listrik,Tagihan
2024-08-10,buku,Pendidikan
2024-08-10,ngopi,Makanan & Minuman
2024-08-10,daring ursus,Pendidikan
2024-01-04,kopi-kopi,Makanan & Minuman
2024-01-04,byr sewa blnn,Sewa
2024-01-04,konsultasi dokter,Kesehatan
2024-01-04,sewa blnn byr,Sewa
2024-01-04,kpi,Makanan & Minuman
2024-01-04,penaikan atm,Gaji
2024-01-04,boat,Kesehatan
2023-07-03,emi bayar,Tagihan
2023-07-03,gnegym,Kesehatan
2023-07-03,uku,Pendidikan
2022-09-20,byr sewa blnan,Sewa
2021-06-20,bulanan swea bayar,Sewa
2021-06-20,daring kursus,Pendidikan
2023-04-20,gymmm,Kesehatan
2023-04-20,kpi,Makanan & Minuman
2023-04-20,bensin,Bepergian
2023-04-20,gymmm,Kesehatan
2023-04-20,gym,Kesehatan
2023-04-20,byr emi,Tagihan
2023-04-20,buku,Pendidikan
2021-06-29,konsumsi malma di restoran,Makanan & Minuman
2024-10-28,flim tikt,Hiburan
2023-10-04,uber naik,Bepergian
2022-06-21,tiket pelem,Hiburan
2022-06-21,naik uber,Bepergian
2022-06-21,krusus daring,Pendidikan
2022-06-21,daring kursus,Pendidikan
2024-04-17,tiket pelem,Hiburan
2024-04-17,api kereta tiket,Bepergian
2023-05-26,kursus daring,Pendidikan
2023-11-14,boat,Kesehatan
2023-11-14,akan isang,Makanan & Minuman
2023-11-14,bensin,Bepergian
2024-06-05,mam dmalam di restoran,Makanan & Minuman
2022-06-28,tghn internet,Tagihan
2022-06-28,bensin,Bepergian
2022-06-28,benisn,Bepergian
2022-04-24,emi byr,Tagihan
2024-08-17,pembayaran sekwa hblnan,Sewa
2023-10-02,penarkian atm,Gaji
2024-07-26,tiket plem,Hiburan
2024-07-26,kopi-kkopi,Makanan & Minuman
2024-07-02,atm penarikan,Gaji
2024-07-02,daring kursus,Pendidikan
2024-07-02,uber naik,Bepergian
2024-07-02,tghn ljstrk,Tagihan
2024-07-02,tghn lsrk,Tagihan
2023-12-27,ngopi,Makanan & Minuman
2023-12-27,buku,Pendidikan
2023-12-27,tiket fim,Hiburan
2023-12-27,bensin,Bepergian
2024-09-26,uber naik,Bepergian
2023-12-17,konsultasi dokhter,Kesehatan
2023-12-17,bayar lbnan sewa,Sewa
2023-07-06,bkelanja bulanan,Lainnya
2023-07-06,tiket ilm,Hiburan
2022-07-19,belanja kebutuhan,Lainnya
2023-10-10,bleanja bahan maman,Makanan & Minuman
2024-09-22,tghn lstrk,Tagihan
2024-09-02,mkan siang,Makanan & Minuman
2024-09-02,setoran tetap,Investasi
2023-01-06,gmmm,Kesehatan
2024-11-02,tiket kerekta api,Bepergian
2023-01-22,mam malam di restoran,Makanan & Minuman
2023-01-22,konsultasi dokter,Kesehatan
2023-01-22,tagihan internetan,Tagihan
2023-01-22,kpi,Makanan & Minuman
2022-03-07,penarikan atm,Gaji
2022-03-07,konsultasi doakter,Kesehatan
2022-03-07,makan maalm di retsoran,Makanan & Minuman
2022-03-07,kursus draing,Pendidikan
2022-03-07,api tiket kreeta,Bepergian
2022-03-07,konsumsi siang,Makanan & Minuman
2022-03-07,bll lstrk,Tagihan
2021-09-22,tiet pelem,Hiburan
2021-09-22,kursus daring,Pendidikan
2023-01-14,pelem tiket,Hiburan
2023-01-14,byr sewa blnn,Sewa
2023-01-14,hnaik uber,Bepergian
2023-01-14,tagihan wfi,Tagihan
2023-01-14,setoran tetap,Investasi
2023-01-14,ngeggym,Kesehatan
2023-01-14,emi byr,Tagihan
2022-07-06,film tiket,Hiburan
2022-07-06,uber anik,Bepergian
2021-07-21,belanja blnna bahhan mknan,Makanan & Minuman
2024-07-26,bensin,Bepergian
2024-07-26,belanja blnn,Lainnya
2024-07-26,mkn siang,Makanan & Minuman
2023-11-19,kpi,Makanan & Minuman
2023-11-19,obat,Kesehatan
2023-11-19,tiket iflem,Hiburan
2023-11-19,aik uber,Bepergian
2023-11-19,bill wifi,Tagihan
2021-12-27,penarikan atm,Gaji
2021-12-27,boat,Kesehatan
2021-12-27,uber naik,Bepergian
2024-06-15,token ill,Tagihan
2024-11-23,kopi-kopi,Makanan & Minuman
2023-04-24,obdat,Kesehatan
2023-05-03,bensn,Bepergian
2023-12-22,blanja,Lainnya
2023-12-22,ngopi,Makanan & Minuman
2024-11-29,bayar emi,Tagihan
2024-11-29,oabt,Kesehatan
2024-11-29,keangogtaan gimnasuim,Kesehatan
2024-11-29,kpi,Makanan & Minuman
2024-11-29,santap malam di restolran,Makanan & Minuman
2024-11-29,tagihan lstrk,Tagihan
2024-11-29,byr emi,Tagihan
2024-11-29,ngopi,Makanan & Minuman
2022-04-07,tghn listrik,Tagihan
2022-07-16,penarkan atm,Gaji
2023-11-06,bnsin,Bepergian
2023-11-06,ebnsin,Bepergian
2021-11-02,bill nternet,Tagihan
2021-11-02,belanjja kebutuhan,Lainnya
2021-11-02,setoran tetap,Investasi
2021-11-02,pnearikan atm,Gaji
2023-04-06,pembayaran sewa blnlan,Sewa
2023-04-06,ubr naik,Bepergian
2023-04-06,kuliner di restoran malam,Makanan & Minuman
2023-10-12,blnja,Lainnya
2023-10-12,di kuliner malam restoran,Makanan & Minuman
2023-10-12,uku,Pendidikan
2023-10-12,konsultasi dojkter,Kesehatan
2023-10-12,kuliner malam di restoran,Makanan & Minuman
2023-10-12,blanja blnn,Lainnya
2023-10-12,bensin,Bepergian
2023-10-12,tikt kereta api,Bepergian
2022-04-05,naki uer,Bepergian
2021-01-09,gymmm,Kesehatan
2021-01-09,lstrk tagihan,Tagihan
2021-01-08,bayar sewa blnan,Sewa
2021-04-30,kpi,Makanan & Minuman
2021-04-30,setsoran tetap,Investasi
2021-12-01,buku,Pendidikan
2022-02-10,belanja bulanan bahan mknan,Makanan & Minuman
2022-02-10,tiket kerta api,Bepergian
2024-07-31,belanja bahn amman,Makanan & Minuman
2024-07-31,tiket kerketa api,Bepergian
2024-07-31,blanja bhaan makanan,Makanan & Minuman
2021-05-04,byr sewa bulanan,Sewa
2021-04-03,tetap setoran,Investasi
2021-04-03,buku,Pendidikan
2021-04-03,dokter konsugltasi,Kesehatan
2024-01-14,atm peanrikan,Gaji
2024-01-14,hbuku,Pendidikan
2024-01-14,penariakn atm,Gaji
2024-01-14,tagihan ltsriik,Tagihan
2024-01-14,kuliner malam di resoran,Makanan & Minuman
2024-01-14,kursus dalring,Pendidikan
2022-10-14,obat,Kesehatan
2023-11-19,byr sewa blnn,Sewa
2023-11-19,bill internet,Tagihan
2023-11-19,bayar bulanan sewa,Sewa
2023-11-19,ngopi,Makanan & Minuman
2023-11-19,byr sewa bulanan,Sewa
2023-11-19,internet tagihan,Tagihan
2023-11-19,byr sewa bulanan,Sewa
2023-11-19,tikt kejreta api,Bepergian
2021-12-19,kuliner siang,Makanan & Minuman
2021-12-19,santap siang,Makanan & Minuman
2021-12-19,emi byr,Tagihan
2021-12-19,di malam makan restoran,Makanan & Minuman
2021-12-19,byr emi,Tagihan
2021-12-19,buku,Pendidikan
2021-03-23,mkan siang,Makanan & Minuman
2021-03-23,kursus daring,Pendidikan
2021-10-18,atm penarikan,Gaji
2021-10-18,tiket hkereta api,Bepergian
2021-10-18,bayar emi,Tagihan
2022-01-03,kuliner di malam restoran,Makanan & Minuman
2024-02-29,pgenarikan atm,Gaji
2024-02-29,tagihan intrnet,Tagihan
2024-02-29,tiket api kereta,Bepergian
2024-02-29,tagihan lstiik,Tagihan
2024-02-29,setoran teap,Investasi
2024-02-29,bill token,Tagihan
2023-08-22,konsumsi siang,Makanan & Minuman
2023-08-22,blnaj bahan mknan,Makanan & Minuman
2023-08-22,blanja ahan mkanan,Makanan & Minuman
2024-09-02,ensin,Bepergian
2024-04-16,obat,Kesehatan
2024-04-16,intrnet tagihan,Tagihan
2024-04-16,kursus daaring,Pendidikan
2023-12-07,pembayaran sewa blnn,Sewa
2023-12-07,kursus dajring,Pendidikan
2023-12-07,kbensin,Bepergian
2022-01-05,mkanan belanja baahn,Makanan & Minuman
2022-04-15,blnja,Lainnya
2024-04-14,kosultasi doker,Kesehatan
2024-04-14,tiket film,Hiburan
2022-07-17,internet tagihan,Tagihan
2021-12-16,tgihan paketn,Tagihan
2023-04-01,byr emi,Tagihan
2023-04-01,fbayar emi,Tagihan
2022-08-05,bahan blnja maman,Makanan & Minuman
2022-08-05,pembayaran sewa blnan,Sewa
2024-12-13,penarikan atm,Gaji
2024-12-13,tghn lstriik,Tagihan
2024-12-13,tagihan lstriik,Tagihan
2024-12-13,kursus darisng,Pendidikan
2024-12-13,tiket kerheta api,Bepergian
2024-12-13,bnsin,Bepergian
2024-12-13,atm penarikan,Gaji
2024-12-26,atm penagrikan,Gaji
2023-05-03,ubjer naik,Bepergian
2023-05-03,bill paketan,Tagihan
2023-05-03,kpi,Makanan & Minuman
2023-05-03,api kereta tiket,Bepergian
2023-05-03,mkn malam di restoran,Makanan & Minuman
2023-05-03,belanja bflnn bahan mknan,Makanan & Minuman
2022-06-21,obat,Kesehatan
2022-06-21,bayar emi,Tagihan
2022-06-21,belsanja blnan bahan makanan,Makanan & Minuman
2021-04-19,mkan siang,Makanan & Minuman
2021-01-02,belanja blnn bahan kanan,Makanan & Minuman
2021-01-02,buku,Pendidikan
2021-01-02,konsultasi doketr,Kesehatan
2021-01-02,tagihan lstrk,Tagihan
2024-07-18,fobat,Kesehatan
2024-07-18,bill listrik,Tagihan
2024-07-18,konsultasi dfokter,Kesehatan
2024-07-18,baar emi,Tagihan
2024-07-18,pembayaran sewa blnan,Sewa
2024-07-19,enarikan atm,Gaji
2022-09-21,tghn listrik,Tagihan
2022-09-21,byr emi,Tagihan
2022-09-21,bayar sewa blnan,Sewa
2022-09-21,mam malam di restorn,Makanan & Minuman
2022-09-21,naki uber,Bepergian
2022-04-11,konsultasi doketr,Kesehatan
2022-04-11,penarian atm,Gaji
2022-04-11,naik uer,Bepergian
2023-03-08,tket filem,Hiburan
2023-03-08,belanja kebutuhan bahan kanan,Makanan & Minuman
2023-03-08,tagihan lstriik,Tagihan
2023-03-08,bnesin,Bepergian
2023-03-08,obat,Kesehatan
2023-03-08,tiket filem,Hiburan
